,nickname,text,score,like,dislike,time,watch_movie
373,구슬동ㅈㅏ(kwak****),현실을 직시하고 배워야하것음,10,0,0,2014-10-17 23:07:00,0
374,nanh****,거지영화.  부족함을 배우로 채우려고 한 영화 그러나 비싼배우들이 채울수가 없다.,1,0,13,2014-10-17 00:58:00,0
375,inja****,이런 걸작의 평점이 6점대라니 ㅋㅋㅋㅋ생각은 있는건가,10,0,1,2014-10-16 00:21:00,0
376,주월랑(yist****),다른 여타 자극적인 전염병 장르 영화 와 다르게 정말 현실적으로 잘 표현한 작품 . 그로데스크한 영화 말고 현실적인 영화를 보고 싶다면 추천합니다.,8,0,0,2014-10-08 23:11:00,0
377,펀치(wweo****),지루하고 졸린 영화. 다,4,0,2,2014-10-05 12:07:00,0
378,심야약국(yehe****),단순히 주인공이 살아남는 뻔한 재난 영화가 아니라 현실적으로 통제불능의 질병이 발병되면 인간이.어떻게 이기적으로 변하고 죽음으로 돈을 벌려고 하는 파렴치한의 인간상들을 잘보여준다. 여 박사님들이 ㅁ정말 멋있게 나왔다...,10,0,0,2014-10-03 09:34:00,0
379,LP(ogr5****),문제제기와 참상을 요동치듯 보여준다.,7,0,0,2014-10-01 23:11:00,0
380,캔디(jand****),오바하지 않고 지극히 현실적으로 잘 표현된 영화. 자극적인 장면 없어도 몰입됨.,8,0,0,2014-10-01 22:57:00,0
381,카라미즈(kara****),드라마적 요소를 가미한 다큐에 가깝다훌륭한 연기자들과 제대로된 연출력이 돋보였다,10,0,0,2014-10-01 22:57:00,0
382,드플(ulli****),최고의 값비싼 배우들만 섭외했음에도 불구하고 시나리오상 뭔가 다소 아쉬운 영화,8,0,0,2014-10-01 22:01:00,0
383,병아리리리(lexy****),"평점8점은돼는괜찮은영화인데 너무낮아서 10점줍니다,,",10,0,0,2014-10-01 13:18:00,0
384,늙은이(lyj6****),바이러스가 퍼진 상황에서 다양한 사람들의 모습을 아주 현실적으로 보여준다,8,0,0,2014-09-30 20:29:00,0
385,조카(aym9****),의외로 재밌게봤던영화인데 평점이 왜이렇게 낮을까요 ㅠㅠ,10,0,0,2014-09-27 20:08:00,0
386,취생몽사(csmo****),사기꾼 블로거는 진짜...,8,0,0,2014-09-23 21:04:00,0
387,SweatBee(rlax****),영화속 대중의 무지함를 평점으로 보여주는구나.,9,0,1,2014-09-12 16:36:00,0
388,ㅇㅇ(expr****),긴장감 is not proportional to 리얼리티,6,2,1,2014-09-08 23:13:00,0
389,알포인트(rain****),담담하게 영화를 잘 풀어갔다 정말 굿,10,0,0,2014-09-08 00:53:00,0
390,엑스(deff****),보이지 않는 바이러스의 무서움을 너무 현실감 넘치게 표현했다 감독의 연출과 배우들의 무게감이 영화를 살렸다,7,0,0,2014-09-02 13:01:00,0
391,benon(beno****),이 영화는 진짜 교훈은  잘못된 정보와 유언비어가 가지는 무서움이다...,10,0,0,2014-09-02 12:38:00,0
392,미니미니상(dlck****),단지 영화로 봐서는 안된다. 충분히 우리가 겪을 수 있는 일이다.,8,2,0,2014-09-01 23:53:00,0
393,김승희(tmdg****),솔직히 재난영화하면 비현실적이거나 정말 와닿지않았던게 사실이라 나에게 재난영화는 재미없는영화였다. 컨테이젼은 화려함은 없지만 현실적인 내용에 오히려 몰입도는 짱이었다.,9,0,1,2014-09-01 21:53:00,0
394,wing****,진심 이건 10점도 부족하다고 생각함전개는 조금 지루하다생각될수있으나 지루하다 생각하는 사람이 전혀 사회에 관심이없다 생각됨 블록버스터는 아니지만 이건 진짜 리얼 임~!배우들의 연기력이며 스토리며 만점!!마이너스1...,9,0,1,2014-09-01 21:25:00,0
395,sj24****,잼있게잘보았다구용 ㅋㅋㅋ,10,0,0,2014-09-01 21:05:00,0
396,Jake20(thew****),평점이 낮은 이유를 전혀 모르겠네요. 매우 사실적인 느낌인데요. 현재 에볼라 바이러스 같은 느낌마저 드는....,9,1,1,2014-08-25 20:43:00,0
397,luka****,지루한건 사실이며 그걸 평점으로 반영하여 낮게 나왔다고 무시하고 깎아내리는 사람들은 문제가 있다.  그렇게 리얼 재난을 원한다면 다큐를 보세요,6,1,1,2014-08-25 12:39:00,0
398,꽃동훈(dong****),영화보는 내내 지금 사회의모습과 너무 닮아있어서 느끼는부분이 많았는데 대체 왜 평점이 이따위지?,10,1,2,2014-08-24 10:48:00,0
399,jwji****,"현실성, 시나리오 다 좋았음,, 그런데 좀비물과 같은 비현실성에 너무 취해서 그랬는지 임팩트가 약하게 다가옴..",8,2,0,2014-08-22 17:11:00,0
400,백쌍(tkdg****),진짜 현실적이여서 소름돋을정도;;,10,1,0,2014-08-20 19:18:00,0
401,찬희아빠(paja****),이 영화가 나한테 주는 교훈은 하나였음 김치녀를 조심하라는거... 재혼했다는거 자체부터 뭔가 문제가 있는년이였다 자기 자식 친자식처럼 돌봐주는 착한재혼남 등골빼먹으면서 바람까지 쳐피고 여기저기 시시덕거려 흘리고다녀가...,10,0,1,2014-08-17 17:55:00,0
402,hgoo****,바이러스의 위험에 처한 세계를 액션보다는 사실에가깝게 표현하고있다. 만약이런 재난이일어난다면 이 영화와 비슷하게 진행될것같다,7,0,0,2014-08-15 10:22:00,0
403,인간(lion****),평점너무낮네..시간아깝지않은영화,10,1,1,2014-08-09 20:14:00,0
404,레테이아(ssw3****),에볼라 바이러스가 세계를 강타하고 있는 이시점에 정말 소름돋는 영화,7,0,0,2014-08-09 12:54:00,0
405,불장난그만(play****),지루했다 ... 면역자라는 설정이 너무 억지스럽다 좀더 사람들에 공포심을 극적으로 표현했음 했지만 너무 평온하게 진행됬다 아빠와 딸의 극적인 상황에서의  부녀간의 감동을 이끌수도 있었지만 그러지 않았다 왠 스토커같은...,1,1,8,2014-08-07 03:55:00,0
406,영수님(tjsd****),이 영화 정말 인상깊게 봤는데~,10,0,0,2014-08-04 16:36:00,0
407,북한이캬캬(wook****),너무 현실적이어서 영화같은 극적인 장면을 좋아하는 사람들은 재미 없을수도... 하지만 그렇다고 6점대를 주냐 ㅉㅉ 난 오히려 진짜 현실같아서 더 소름끼쳤다.,8,0,1,2014-08-04 11:53:00,0
408,준휘(junh****),이거 평점이 왜 이래요...;;;; 정말 현실적이고 잘 만든 작품입니다.,10,27,0,2014-08-03 23:25:00,0
409,도미노(bri2****),그냥 문안한 영화예요 근데 좀 약한듯,7,0,3,2014-08-03 22:05:00,0
410,배짭스(bsj2****),"현실적으로 잘 만들었다. 할리우드 주특기의 미국 영웅주의는 여전했지만, 'day 2' 부터 시작해서 시간의 흐름을 보여준 뒤 'day 1'을 마지막에 보여줄때는 소름까지 돋았다.",9,1,1,2014-08-02 15:30:00,0
411,라헬(iamg****),귀신 나오는 공포영화보다 소름끼치는 영화,10,0,1,2014-08-02 10:54:00,0
412,가인(gain****),정말 현실적으로 잘 만든 영화! 요즘 에볼라바이러스때문에 흉흉한데 정말 비슷하다.,10,0,0,2014-08-02 05:18:00,0
413,파란사과(sksm****),이 영화의 평점이 6 점대라는 것이 이해가지않아 주는 것 . 바이러스라는 현실 속의 우리에게 있는 하나의 소재를 이렇게 현실적으로 잘 그려낸 작품이 없다. 마지막 장면은 조금 유치한 듯하지만 그런 만큼 영화를 효과...,10,0,0,2014-08-01 15:36:00,0
414,이감사(ljs9****),좌파 좀비들이 싫어할 영화,9,0,0,2014-07-20 17:21:00,0
415,쵸지(orop****),웹툰이고 영화고 대중성 없으면 별점 거지된다 ㅋㅋㅋㅋ 우매한 민중들... 멋쟁이가 나와서 치고받고 싸우다가 이쁜이랑 뽀뽀하며 끝나는 영화가 최고지?,10,0,1,2014-07-16 22:47:00,0
416,라즈알굴(dlwo****),몰입감은 훌륭한 영화의 미덕.,10,0,0,2014-07-15 22:40:00,0
417,cont****,긴장감이 제로다....,5,1,1,2014-07-13 23:17:00,0
418,좀머(somm****),바이러스에 의한 대재앙을 가장 사실적으로 그려낸 영화.,10,0,1,2014-07-13 14:47:00,0
419,dd(1023****),왜 이거 평점 등록 안했었지;;; 무튼 재밌다. 손 안씻는 사람한텐 백번 말할바에 이영화 보여주는게 특효일듯,7,0,0,2014-07-13 01:17:00,0
420,ykea****,영화 정말 흥미진진하게 봤지만 엔딩파트가 너무 허무하게 끝나버리네요.,7,0,0,2014-06-24 21:49:00,0
421,양이(didd****),볼만한데요? 현실에 와닿앗어요 평점이 너무 낮아서 9점이요~,9,2,2,2014-06-24 21:46:00,0
422,올휘(yami****),드니즏그디드븍지그디지디그브,10,0,1,2014-06-24 21:11:00,0
423,애블데이숑숑(sjbh****),재밌어요 스펙타클하진 않아도 현실적으로 찬찬하게 잘 그린것 같아요,10,0,0,2014-06-24 19:53:00,0
424,은녀신(eun_****),평점이 영화의 완성도에비해서 매우 떨어지는듯.이영화에는 10점을 줘도 모자랄판!매우 현실적이고 정말 이런 사태가 일어난다면 영화속의 장면들과 똑같을듯.연기도 모두다 좋았고 개인적으로 재난영화치곤 가장 재밌게 보았다....,10,25,2,2014-06-20 21:18:00,0
425,일기일회(kjc7****),바이러스보다 두려운건 통제력잃은 집단광기라는걸 극적플롯없이 담담하게 담아낸다. 소더버그의 이름으로 뭉친 초호화출연진의 면면은 또다른 즐거움이지만 약간의 대중성부족은 아쉽다. imdb평점도 6.7밖에 안되니 한국관객수...,8,90,13,2014-06-17 17:12:00,0
426,유즈유(yuzy****),난 되게 재밌게봤는데... 평점이 좀...현실성있습니다. 담담하게 풀어내는 느낌진짜 같아요,10,0,0,2014-06-06 23:56:00,0
427,InTheSky(aasd****),점점 사람들 뇌가 팝콘 브레인이 되어가네 자극적인 장면이없으면 무조건 안좋은 영화가되는현실.. 너무 저평가 되고있어서 10점준다 한 7.5점 정도는 되는 내가 지금까지 봐온영화들중 중상위권 랭크될만했음.,10,6,3,2014-06-01 21:00:00,0
428,화랑(ghkf****),근데 평점은 본인들 자유이지 평점 낮다고 뭐라하는 인간이나 높다고 뭐라는 인간이나 OO나 처먹어  그냥  볼만한 정도다,7,1,1,2014-05-28 08:29:00,0
429,난단지너란사람이좋아(kkot****),솔직히 지루해ㅠㅠ 마지막에 여자가 어떻게 옮겨졋는지 보여주는장면만 건짐. 난 별로엿어요..,5,5,4,2014-05-25 00:50:00,0
430,조군(zxcv****),우리나라 지금 상황이랑 같다.... ㄷ,10,1,0,2014-05-06 11:27:00,0
431,사사키치호(infe****),명불허전의 영화인데 왜?,10,0,0,2014-05-05 12:53:00,0
432,챠비(chek****),재난 영화치곤 되게 잔잔하긴 함. 마지막 장면이 다소 충격적...,7,4,1,2014-04-19 13:22:00,0
433,찌느(anst****),재난 영화의 긴박함은 없고 단조로움은 있다,5,2,2,2014-04-19 02:10:00,0
434,izzo****,바이러스에는 스타들도 빗겨 가질 못한다.,6,0,1,2014-04-15 15:49:00,0
435,sebi****,평점 낮네 이거 왜 이리 낮냐?,10,2,0,2014-04-11 18:50:00,0
436,켄쉬(kens****),평점 올리기위해 등록한다 이게 왜 6점대?8~9점대가 적당하다,10,15,1,2014-04-06 12:45:00,0
437,흑호컬컬(rotj****),오... 정말 실현될까봐 두렵넹....  실현가능성 충분히 있는 영화...  그 위험성을 잘 표현한 영화...,9,2,0,2014-04-06 02:41:00,0
438,작살냐옹(kngc****),좀 지루한편이지만 괜찮게 봤습니다.,8,1,0,2014-04-06 01:01:00,0
439,박준투(qkrw****),전염병 돌면 이렇게 될것같음 실제로,10,1,0,2014-04-04 22:06:00,0
440,sant****,"진짜 재밌는데 중국,홍콩사람들이보면기분나빠할지도.. 기네스팰트로우 초반발작하며 죽는연기가 인상적이었다..",10,0,0,2014-03-19 22:30:00,0
441,땜빵(d203****),평점이 왤케 낮지? 이 영화 꼭 봐라~~미국영화에 나오는 그 흔하디 흔한 영웅주의 한장면도 안나오는 정말 현실적 시점에서 찍은 적나라한 재앙영화다.보다보면 누구나 공감할수 밖에 없는 내용...,10,3,1,2014-03-14 02:50:00,0
442,탕용(kgu2****),영화가괜찮기만하면뭐함 재미가없고지루한뎈ㅋㅌㅌㅌ,4,2,3,2014-03-09 15:21:00,0
443,나무(bact****),미친... 이게 평점이 6점이라고? 최소한 8점은 되야된다. 이거 정말 현실적인 영화다. 우리나라 감기 보다 훨 낫다.,9,1,1,2014-03-08 16:53:00,0
444,젊은날의 독서(dbdy****),이 영화 평점을 보니까...연가시나 감기같은 영화가 왜 흥행을 했는지 알겠다. 한국영화가 쾌락적인 트렌드와 구색만 갖추는 그저 그런 영화를 만들어도 되는 이유는 다 한국 관객들 탓이다. 영화를 보는 눈이 너무 낮다....,9,2,2,2014-03-04 03:45:00,0
445,뷰리풀마인드(do_x****),질서가 무너지는건 한순간이구나,9,1,0,2014-03-03 16:09:00,0
446,주일아빠(ykdi****),주드 로가 연기한 사기꾼 블로거는 참 시사하는 바가 크다.,8,829,32,2014-02-28 10:28:00,0
447,GE보이(kiml****),"기자,평론가 별점 믿고 봤는데 역시 괜히 높은게 아님 지들 취향에 안맞는다고 평점테러 하는놈들이 문제지",9,2,2,2014-02-20 19:52:00,0
448,피노키오(jwi9****),충분히 괜찮은 영화였다 나름 진지하게 본영화였다  그리고 영화 볼사람들에게 충고해주는데 이영화를 보고 흥분되거나 재미있거나 긴장감넘치거나 하는 그런감정을 기대하지 않았으면좋겠다 이영화는 그런걸 위해 만들어진게 아닌것...,8,15,2,2014-02-05 01:04:00,0
449,Seed(leaf****),바이러스가 기승하는 시기에 봐서 그런지 재밋고 현실적인게 맘에 들엇음,10,0,0,2014-02-04 11:31:00,0
450,jjaj****,극적이고 자극적인 반전이나 볼거리를 원하는 사람들에겐 안좋게 보일수도 있다고 본다. 다만 이 영화의 의도를 이해한다면 절대 아까운 시간이 아닐거다,10,18,2,2014-02-03 20:16:00,0
451,kimm****,방금 보았는데 왜 평점이 6점대인지 모르겠네요 개인적으로 8점대는 되야 도니다고 생각하는데 바이러스공포에서 인간이 처해질 상황과 여러가지 일어날 수 있는 일들을 보여주는 거 같은데 아쉬운건 여러 사람들의 뒷이야기나 ...,8,0,1,2014-02-03 20:09:00,0
452,naturalindigo(natu****),자극적인 재미만 추구하는 사람은 보지 마세요이 영화 평점이 6점대라니ㅠ 충격이야 정말,10,1,1,2014-02-03 20:08:00,0
453,몸치(nagu****),무거운 분위기와 현실적인 구성..,10,1,1,2014-02-03 19:10:00,0
454,골드문트(grie****),극적인 재미는 덜하지만 어느 영화보다 생각할꺼리와 볼꺼리는 많다. 실제로 바이러스 점염시 일어날 수 있는 상황을 차분하고 밀도있게 풀어나간다 더도 덜도 않고 일어남직한 그대로...,10,3,0,2014-02-02 01:47:00,0
455,thgm****,심오하고뭐고 그냥 눈뜨고 봤으면 이해가갈스토리에 조금 루즈한감이있지만 굉장히 재밌게봤다.,10,3,0,2014-01-30 17:45:00,0
456,채움늘(almo****),박쥐가 범인이었네... 치명적인 바이러스가 세계인을 공포로 몰아넣을 가상 시나리오 잘 봤다.,5,0,3,2014-01-27 21:06:00,0
457,캐리브래드쇼(vele****),비극은 홍콩(중국)의 비위생적 주방에서..으..,7,0,1,2014-01-25 20:27:00,0
458,ehfldj(kgsf****),이거 점수가 왜 이리 낮지.. 7점~,7,0,0,2014-01-25 14:02:00,0
459,boyc****,공식을 따르는 재난영화.,5,0,1,2014-01-25 11:26:00,0
460,ZeroZero(spea****),평점이 너무 낮다. 8점대는 받아야한다,10,0,1,2014-01-22 05:53:00,0
461,불스원샷(ligm****),적어도8점은 넘어야되는 영화임,10,0,1,2014-01-20 15:56:00,0
462,해님ol(qjat****),너무 재미없었다 전염병 상황하의 혼란함 무질서적 사회를 기대하고 봤는데 영화가 너무 잔잔해서... 좋아하는 사람은 좋아할듯,4,1,2,2014-01-05 00:53:00,0
463,루스(rail****),"유명 감독이 만들고, 유명 영화 배우가 다수 출연하는 호화 다큐.",7,1,0,2013-12-28 17:07:00,0
464,cand****,화려한 캐스팅에비해 너무도 지루하고 긴박감없고 반전없고 재미없는영화,1,2,6,2013-12-25 09:03:00,0
465,나당(myse****),"수세기 동안 첨단화된 시스템, 그러나 정작 인간은 얼마나 개선되었을까(;;) 시스템이 무력화 된다면, 순식간에 과거로 회귀할지 모른다는 두려움.",8,0,0,2013-12-22 17:11:00,0
466,old_****,평점이 이렇게 낮다는게 이해가 안간다 . 굉장히 현실적인영화였고 기타 쓰레기같은 재난영화보다 100배는 잼있었다. 마지막에 바이러스 백신 보관하는장면 지렸다.,10,5,2,2013-12-07 18:19:00,0
467,고니(gugo****),오버하지 않는 현실적인 재난영화!,8,0,0,2013-12-03 19:28:00,0
468,ocd0****,재난과 질병에 있어서 제일 사실적으로 묘사한 영화가 아닌가 싶다.! ! ! ! 여태껏 본 재난 영화중에 제일 재밌다.,10,1,1,2013-11-12 15:45:00,0
469,cjw2****,감독과 배우들 네임벨류보고 선택했다..근데 어유~재미없어라..뒤죽박죽 스토리에 산만하고 이해안가고...누군가는 또 지만 이해했답시구 심오한 영화라 그러겠지..,1,1,6,2013-11-09 16:25:00,0
470,Nathan(seve****),재미있게 잘 봤어요 ㅎㅎ.,9,2,0,2013-11-04 07:25:00,0
471,wleo****,"진심재미없다. .스릴도,감동도,전혀없는 영화..",5,1,2,2013-11-01 16:23:00,0
472,제노(stze****),터무니 없는 평점 때문에 10점 때린다.. 영화 진짜 실감나게 만들었는데~,10,2,2,2013-10-26 23:11:00,0
473,사이먼(dene****),전염병이 창궐할시 생각해 볼 수 있는 상황을 이성적이고 냉정하고 현실적으로 잘 묘사했다. 이런 계통 영화의 수작이다.,8,17,1,2013-10-26 04:25:00,0
474,아름다운(chur****),"감기,연가시 컨테이젼 다봤는데 어디서 비교를해",10,0,0,2013-10-17 22:14:00,0
475,ekdl****,볼만합니다 . ㅎ 평점 6점대는 아닌듯,10,0,1,2013-10-13 20:16:00,0
476,sade****,"현재 상영중인 ""감기""때문에 다시 찾아본 영화입니다.전 맷 데이먼 보단 로렌스 피쉬번팬이라 이영화 3번째 보네요감염, 인간본성, 감춰진 진실, 공포 잘 드러난 영화라 생각합니다",8,0,1,2013-10-13 01:45:00,0
477,fj11****,지루해...지루해.,4,1,1,2013-10-12 22:17:00,0
478,칸딘스키(pajy****),영화스러운 긴박감은 없었다.,6,2,1,2013-10-09 22:22:00,0
479,고(gyj2****),점수가너무짜 난잘봤는데. 너무안맞는점수때문에 일부러평점남긴다.,9,1,1,2013-10-09 16:14:00,0
480,탄소중독화성인(gigo****),매우 현실적인 영화다 감기보다 훨 낫다. 다만 지루할수 있다는점 8점 드립니다~,8,1,0,2013-10-09 15:39:00,0
481,규원사화(hamj****),현실성을 너무나 중요하게 생각한 나머지...영화의 재미적 요소는 전혀...찾아 볼 수 가 없구나..,2,1,2,2013-10-09 00:43:00,0
482,해브(zeti****),보구서 재미없다고느끼면낮은점수를줄수도있는거지. 몬머리에든게없다느니 싸잡아서평가절할하는지..그렇게수준이높나..전체적으로 영화가괜찮은수준인건인정하나극적긴장감이 떨어지는건사실임. 영화가 가지는본질적인요소중에극적재미를무시해...,8,32,23,2013-10-08 10:29:00,0
483,qq13****,같이 개봉한 도가니때문에 조작된거네...너무 사실적이라서 무서움...,10,1,1,2013-10-07 18:34:00,0
484,하얀사랑(ulti****),굉장히 사실적인 재난 영화다~재연 다큐 한편을 본 느낌,10,1,1,2013-10-07 00:18:00,0
485,내 운명의 지배자(kos4****),건강은 제일의 재산이다.,8,1,0,2013-10-06 22:21:00,0
486,블루샤크(nhm1****),재미있는 영화였고 실제 이런 상황이 발생할까 두려울 정도로 실감나는 영화였다,10,1,1,2013-10-06 20:48:00,0
487,화이어(h2o8****),이 평점이 말이 되는지.ㅡㅡ이때 뭔 장난들이 있었는지 몰라도 정말 걸작인데.간만에 긴장감 있게 본 영화였다.수작이다.,10,1,1,2013-10-06 20:17:00,0
488,위니쌤(scen****),역시 스티븐 소더버그 감독의 영회라는게 보는내내느껴졌던. 평점이 6점대란게 말도 안된다.흠잡을데 없이 완벽한 영화.,10,5,2,2013-10-06 20:11:00,0
489,액슬(cort****),6점대는 아니다ㅓ.. 흥미로운 영화,10,0,1,2013-10-06 19:58:00,0
490,mido****,"별하나도 아깝다!!! 맷데이언 기네스펠트로 나오면 뭐하냐... 이런것도 영화라고....,",1,0,4,2013-10-06 19:26:00,0
491,서점사장(9758****),"재미없다고 한 사람들은 뭔지 모르겠지만, 진짜 현실적인 공포가 뭔지 모르는것 같다",9,0,1,2013-10-06 19:02:00,0
492,스마트(gaoa****),"매우 현실적인 영화. 마치 다큐를 보는듯했다.바이러스가 유포되자 사람들은 험악해지고, 도둑질하고... 문론 영화라서 약간 드라마틱한 장면이 있다. 막장요소가 없어서 재미 없을수도 있겠지만, 바이러스는 가까운곳에서 온...",10,0,1,2013-10-06 18:53:00,0
493,툴펍(inde****),참나 평점조절용방화는 과하게 평점높고 외화는 매우낮고,10,0,1,2013-10-06 15:20:00,0
494,폭주칼(jopo****),공통된 원인이지만 여러 인물들의 상황을 잘 살린 수작이네요 좀더 넓은 시야로 감상한다면....,8,1,0,2013-10-06 09:29:00,0
495,겸둥이응삼이(love****),감기보다 훨씬재밌고 현실적이다,10,1,0,2013-10-06 00:26:00,0
496,아무어미(xogu****),멧데이먼에 주드로가 나왔다면 평점을 주고싶구나,10,0,1,2013-10-05 18:50:00,0
497,bext****,진짜 재미없는 내용으로 이 정도 만들었으면 잘 한거다. 유명하고 연기력 있는 배우들의 출연이 없었다면 진짜 지루했을 영화. 위험한 전염병이 발생하면 생길 수 있을법한 일을 그대로 표현했다. 그러나 특별한 클라이막스도...,7,1,0,2013-10-04 05:11:00,0
498,악마(386s****),언제나 기자평점보다 네티즌 평점이 낮으면 숨겨진 보석 같은영화다. 조금만 생각해보면 더욱 빛을 발하는 영화들,10,0,1,2013-10-03 17:56:00,0
499,김현우(gusd****),감기와는달리친절히설명해주는영화.어찌보면더지루할수도있지만현실적스토리에7점.,7,0,0,2013-10-03 14:10:00,0
500,햄들의침(kill****),잘만들었다 재밌다    열자이상,10,0,0,2013-10-03 13:06:00,0
501,아루(pyo2****),현실적이 어서 좋았던것 같음. 너무 과장도 없고 딱 적당히 담담히 담아낸듯함. 재밌었음ㅎ,10,0,1,2013-10-03 09:27:00,0
502,AFK(xo88****),감기 연가시처럼 자극적인 장면이 없을뿐 잔잔하게 흐르는게 기존의 바이러스 재난 영화들 보다 나은데ㅋㅋ짜증나는 한국표 신파극도 없어서 한숨 쉴 일도 없더라,8,17,2,2013-10-03 09:23:00,0
503,bigd****,이게 진정한 공포였다.,10,0,1,2013-10-03 09:21:00,0
504,sesi****,굿.. 왜 10자가필요한거야,10,0,1,2013-10-03 08:01:00,0
505,서시빈목(nala****),화려한 등장인물들 그러나 정작 영화는 특별한 무엇을 담아내지 못하고있다,6,7,6,2013-10-03 00:56:00,0
506,나무(sall****),"6점대라곤 전혀 생각하지않는 영화 .... 우리들이 영화를 보는 초점이 화려함,감동,공포,재미 4가지에만 마춰저있지 않나 싶다 ... '바이러스'란 진부한 소재로 이정도 완성도 높은 영화를 만들어낸건 ...",10,22,4,2013-10-02 07:06:00,0
507,exsh****,이게 왜 6점대 평점임? 정말이지 액션 한장면 없지만 숨죽이고 봤다. 수작이다.,10,0,1,2013-10-01 19:16:00,0
508,때껌브이(ttae****),현실적이다. 그게 전부다.,6,2,2,2013-09-30 23:41:00,0
509,독술(youk****),괜찮은데~ 왜이리 낮지?,8,0,1,2013-09-30 21:33:00,0
510,이걸(leep****),10점 만점은 아니지만 평점 올려주기. 6점대는 말이 안된다. 8점대 이상의 영화,10,0,1,2013-09-30 16:57:00,0
511,germ****,"연가시 같은건 평점이 더럽게 높더만, 이건 뭐 이라 낮대? 일어날 법한 시나리오를 보여주는거나 다름없구만, 수준들만 낮아서는 ㅉㅉ",10,0,1,2013-09-30 03:51:00,0
512,2010년12월30일(dlqu****),사람마다 보는 시선은 틀리기마련이지만이영화 괜찮은 영화입니다~보고 후회는 안할든!,10,0,0,2013-09-30 02:39:00,0
513,hg오너(cred****),8점정도는 되는 듯한데.평점을 왜이렇게 만들어 놨나,9,0,0,2013-09-30 02:01:00,0
514,비비디바비디붑(zzen****),덤덤한 다큐같이 전개해 나가서 좀 지루하게 느껴지지만 다큐 좋아하므로 10점,10,0,0,2013-09-29 23:24:00,0
515,좀비삼촌(sa00****),아무리 낮게 주려고 해도 7.5정도는 줄 수 있을 거 같은데요. 터무니없이 낮은 평점 때문에 10점 줍니다. 볼만해요.,10,264,11,2013-09-29 19:18:00,0
516,동남(evan****),"10점 만점은 아니더라도, 잔잔하고 재미있던데, 그냥 단순히 스릴이나 반전을 택하는 거면 재미없을수도있는데, 정말 있을법한 일을 잔잔하게 그렸다고 생각함. 특히 주드 로 같은 사람말에 홀려 사이비가 생기는 거..인상...",9,0,0,2013-09-29 19:08:00,0
517,꼬마(thew****),이 영화는 재미성을 따지기보단 우리에게 현실적으로 일어날수 있는일을 영화로 만들어 경각심을 주는 영화인것같다.,10,0,0,2013-09-29 18:33:00,0
518,이동원(chun****),바이러스급습시의 상황을 사실적으로 그려냈건말건 일단 영화가 너무지루하고 재미없는건 사실.. 맷데이먼 케이트윈슬렛이 띄엄띄엄나오니까 끝까지 보긴했지만 재미없는건 역시 사실이네..,5,1,1,2013-09-29 15:46:00,0
519,T2(juni****),실제로 일어난다면 끔찍하다,9,0,0,2013-09-29 15:37:00,0
520,마야(memp****),오랜만에 진지한 고민을 할 수 있는 영화를 보게되서 좋았습니다,10,2,1,2013-09-29 14:37:00,0
521,turnX(tjdn****),대중들의 바람은 들어주지못한채너무 적나라하게 다큐멘터리형식으로 찍다보니지루한데다가 밑도끝도없고 원인도 과정도 결과도없어서여운은 개뿔 허무함만 남는다,6,1,1,2013-09-29 12:57:00,0
522,PRbT(priv****),진짜 현실적인 영화인데... 맨 마지막 바이러스를 냉동고에 보관할 때 인류의 침착함과 위대함을 느낌,10,0,0,2013-09-29 12:49:00,0
523,hyel****,세밀하게 아주객관적인시각으로 잘만든 재난영화,10,0,0,2013-09-29 02:18:00,0
524,yana****,독창적이지 못하고 개지루하다...,5,2,2,2013-09-29 01:00:00,0
525,덩성넝(bech****),현실적이어서 잔잔하고 그래서 더 스릴 있는 영화 명배우들이 정말 많이 나와서 놀람... 배우 보는 재미ㅎㅎ마리옹꼬띠아르!!!,10,0,0,2013-09-29 00:27:00,0
526,elnazema(ghft****),평점이 낮아서 평점조정을 하는데 뒤끝이 무지 개운하지 않다. 꼭 똥싸다 끊긴 느낌.이라고 할까--바이러스 원인을 안 순간 영화가 끝나버린다. 미스테리함이 머리를 감싸면서 이상하다 생각된다ㅡ,10,0,0,2013-09-29 00:14:00,0
527,ying****,별 생각없이 보았는데 나중에 집중하게됨.,10,0,0,2013-09-29 00:14:00,0
528,미지수(whsk****),재밋는영환데 왜 평점이...,10,0,0,2013-09-29 00:08:00,0
529,들쥐의하루(zhfl****),"나무랄 거 없는 작품이지만, 잔잔한 재난극이라 자극적이지 않아 한국인성미엔 안 맞았나보다...",8,0,0,2013-09-29 00:08:00,0
530,조심하렴(bige****),영화 내내 화면이 감염경로에 초점이 맞춰져있던 게 신선하고 인상적이었어요. 다른 어떤 감염 소재 영화보다도 현실성 있는 담담한 공포영화라는 생긱이 듭니다. 특히 마지막 장면이 너무 인상적이네요.,10,0,0,2013-09-29 00:06:00,0
531,Amy(jsjs****),리얼해서 더 무서운 영화,10,0,0,2013-09-29 00:05:00,0
532,lima****,나쁘지 않은데 평점이 너무 낮네. 자극적이지 않고 차분해서인가...,10,0,0,2013-09-28 22:50:00,0
533,GeeZone(gusq****),알바에서존나깎아댓나 존나재밋엇는데,10,0,0,2013-09-28 22:47:00,0
